,Result,Confidance of being Cracked
12072,Positive(Crack) ,0.999188
12073,Negative (Not Crack),0.039382
12074,Positive(Crack) ,0.999989
12075,Negative (Not Crack),0.060619
12076,Positive(Crack) ,1
12077,Negative (Not Crack),0.042516
12078,Positive(Crack) ,1
12079,Negative (Not Crack),0.125157
12080,Positive(Crack) ,0.999908
12081,Negative (Not Crack),0.050616
12082,Positive(Crack) ,0.999996
12083,Negative (Not Crack),0.049641
12084,Positive(Crack) ,0.999996
12085,Negative (Not Crack),0.031866
12086,Positive(Crack) ,0.999985
12087,Negative (Not Crack),0.032422
12088,Positive(Crack) ,0.992606
12089,Negative (Not Crack),0.076788
12090,Positive(Crack) ,1
12091,Negative (Not Crack),0.053675
12092,Positive(Crack) ,1
12093,Negative (Not Crack),0.214964
12094,Positive(Crack) ,1
12095,Negative (Not Crack),0.064779
12096,Positive(Crack) ,0.999976
12097,Negative (Not Crack),0.060823
12098,Positive(Crack) ,0.999999
12099,Negative (Not Crack),0.04482
12100,Positive(Crack) ,0.998961
12101,Negative (Not Crack),0.039874
12102,Positive(Crack) ,0.999999
12103,Negative (Not Crack),0.059594
12104,Positive(Crack) ,0.614376
12105,Negative (Not Crack),0.066571
12106,Positive(Crack) ,0.999994
12107,Negative (Not Crack),0.219255
12108,Positive(Crack) ,0.999917
12109,Negative (Not Crack),0.060565
12110,Positive(Crack) ,0.999958
12111,Negative (Not Crack),0.052816
12112,Positive(Crack) ,0.87307
12113,Negative (Not Crack),0.043599
12114,Positive(Crack) ,0.999978
12115,Negative (Not Crack),0.039022
12116,Positive(Crack) ,0.999996
12117,Negative (Not Crack),0.110651
12118,Positive(Crack) ,0.999983
12119,Negative (Not Crack),0.057033
12120,Positive(Crack) ,0.999947
12121,Negative (Not Crack),0.048191
12122,Positive(Crack) ,0.99966
12123,Negative (Not Crack),0.04024
12124,Positive(Crack) ,0.999862
12125,Negative (Not Crack),0.037331
12126,Positive(Crack) ,0.999556
12127,Negative (Not Crack),0.088842
12128,Positive(Crack) ,0.997267
12129,Negative (Not Crack),0.216548
12130,Positive(Crack) ,0.99995
12131,Negative (Not Crack),0.08503
12132,Positive(Crack) ,0.563472
12133,Negative (Not Crack),0.03422
12134,Positive(Crack) ,0.999617
12135,Positive(Crack) ,0.615211
12136,Positive(Crack) ,0.999365
12137,Negative (Not Crack),0.039958
12138,Positive(Crack) ,0.999167
12139,Negative (Not Crack),0.027868
12140,Positive(Crack) ,0.999213
12141,Negative (Not Crack),0.151056
12142,Positive(Crack) ,0.949513
12143,Negative (Not Crack),0.06601
12144,Positive(Crack) ,0.706711
12145,Negative (Not Crack),0.038019
12146,Positive(Crack) ,0.838128
12147,Negative (Not Crack),0.068206
12148,Positive(Crack) ,0.791359
12149,Negative (Not Crack),0.039322
12150,Positive(Crack) ,0.93995
12151,Negative (Not Crack),0.10331
12152,Positive(Crack) ,0.985408
12153,Negative (Not Crack),0.087026
12154,Negative (Not Crack),0.317319
12155,Negative (Not Crack),0.056697
12156,Positive(Crack) ,0.999656
12157,Negative (Not Crack),0.050825
12158,Positive(Crack) ,0.969724
12159,Negative (Not Crack),0.064849
12160,Positive(Crack) ,0.999996
12161,Negative (Not Crack),0.106587
12162,Positive(Crack) ,0.996311
12163,Negative (Not Crack),0.048682
12164,Positive(Crack) ,0.999946
12165,Negative (Not Crack),0.037867
12166,Positive(Crack) ,0.999988
12167,Negative (Not Crack),0.048074
12168,Positive(Crack) ,0.999807
12169,Negative (Not Crack),0.123154
12170,Positive(Crack) ,0.998627
12171,Negative (Not Crack),0.046836
12172,Positive(Crack) ,0.999975
12173,Negative (Not Crack),0.06511
12174,Positive(Crack) ,0.999952
12175,Negative (Not Crack),0.059237
12176,Positive(Crack) ,0.999899
12177,Negative (Not Crack),0.035373
12178,Positive(Crack) ,0.999268
12179,Negative (Not Crack),0.073459
12180,Positive(Crack) ,0.999988
12181,Negative (Not Crack),0.074002
12182,Positive(Crack) ,0.999872
12183,Negative (Not Crack),0.070143
12184,Positive(Crack) ,0.999297
12185,Negative (Not Crack),0.040015
12186,Positive(Crack) ,0.984502
12187,Negative (Not Crack),0.039866
12188,Positive(Crack) ,0.998635
12189,Negative (Not Crack),0.04492
12190,Positive(Crack) ,0.999993
12191,Negative (Not Crack),0.164844
12192,Positive(Crack) ,0.992453
12193,Negative (Not Crack),0.05453
12194,Positive(Crack) ,0.899506
12195,Negative (Not Crack),0.034814
12196,Positive(Crack) ,0.999962
12197,Negative (Not Crack),0.040828
12198,Positive(Crack) ,0.999891
12199,Negative (Not Crack),0.04355
12200,Positive(Crack) ,0.93314
12201,Negative (Not Crack),0.07577
12202,Negative (Not Crack),0.467217
12203,Negative (Not Crack),0.212615
12204,Positive(Crack) ,0.97434
12205,Negative (Not Crack),0.073393
12206,Positive(Crack) ,0.990678
12207,Negative (Not Crack),0.06808
12208,Positive(Crack) ,0.684093
12209,Negative (Not Crack),0.04372
12210,Positive(Crack) ,0.999601
12211,Negative (Not Crack),0.052901
12212,Positive(Crack) ,0.684792
12213,Negative (Not Crack),0.030894
12214,Positive(Crack) ,0.992674
12215,Negative (Not Crack),0.036451
12216,Positive(Crack) ,0.999982
12217,Negative (Not Crack),0.058059
12218,Positive(Crack) ,0.945879
12219,Negative (Not Crack),0.053728
12220,Positive(Crack) ,0.999993
12221,Negative (Not Crack),0.084462
12222,Positive(Crack) ,0.999988
12223,Negative (Not Crack),0.030061
12224,Positive(Crack) ,1
12225,Negative (Not Crack),0.060408
12226,Positive(Crack) ,0.994093
12227,Negative (Not Crack),0.055494
12228,Positive(Crack) ,0.999991
12229,Negative (Not Crack),0.067081
12230,Positive(Crack) ,1
12231,Negative (Not Crack),0.124304
12232,Positive(Crack) ,0.999997
12233,Negative (Not Crack),0.050915
12234,Positive(Crack) ,0.999999
12235,Negative (Not Crack),0.056484
12236,Positive(Crack) ,0.999995
12237,Negative (Not Crack),0.061829
12238,Positive(Crack) ,0.999993
12239,Negative (Not Crack),0.098153
12240,Positive(Crack) ,1
12241,Negative (Not Crack),0.079025
12242,Positive(Crack) ,1
12243,Negative (Not Crack),0.050078
12244,Positive(Crack) ,0.736654
12245,Negative (Not Crack),0.051508
12246,Positive(Crack) ,1
12247,Negative (Not Crack),0.073913
12248,Positive(Crack) ,0.999996
12249,Negative (Not Crack),0.033968
12250,Positive(Crack) ,1
12251,Negative (Not Crack),0.051845
12252,Positive(Crack) ,1
12253,Negative (Not Crack),0.032658
12254,Positive(Crack) ,0.999996
12255,Negative (Not Crack),0.046903
12256,Positive(Crack) ,0.99833
12257,Negative (Not Crack),0.039674
12258,Positive(Crack) ,0.99997
12259,Negative (Not Crack),0.036208
12260,Positive(Crack) ,0.999965
12261,Negative (Not Crack),0.050431
12262,Positive(Crack) ,0.999987
12263,Negative (Not Crack),0.062194
12264,Positive(Crack) ,1
12265,Negative (Not Crack),0.044147
12266,Positive(Crack) ,0.91604
12267,Negative (Not Crack),0.042228
12268,Positive(Crack) ,0.998933
12269,Negative (Not Crack),0.059582
12270,Positive(Crack) ,1
12271,Negative (Not Crack),0.072334
12272,Positive(Crack) ,0.999848
12273,Negative (Not Crack),0.065586
12274,Positive(Crack) ,0.999998
12275,Negative (Not Crack),0.048371
12276,Positive(Crack) ,0.99954
12277,Negative (Not Crack),0.04002
12278,Positive(Crack) ,0.999997
12279,Negative (Not Crack),0.070081
12280,Positive(Crack) ,1
12281,Negative (Not Crack),0.038542
12282,Positive(Crack) ,0.999998
12283,Negative (Not Crack),0.149741
12284,Positive(Crack) ,0.999396
12285,Negative (Not Crack),0.089833
12286,Positive(Crack) ,0.999986
12287,Negative (Not Crack),0.030514
12288,Positive(Crack) ,0.99918
12289,Negative (Not Crack),0.06164
12290,Positive(Crack) ,0.96175
12291,Positive(Crack) ,0.779232
12292,Positive(Crack) ,0.997279
12293,Negative (Not Crack),0.049518
12294,Positive(Crack) ,0.99497
12295,Negative (Not Crack),0.050829
12296,Positive(Crack) ,0.999357
12297,Negative (Not Crack),0.07373
12298,Positive(Crack) ,0.804297
12299,Negative (Not Crack),0.030838
12300,Positive(Crack) ,0.999997
12301,Negative (Not Crack),0.056716
12302,Negative (Not Crack),0.393626
12303,Negative (Not Crack),0.062197
12304,Positive(Crack) ,0.999873
12305,Negative (Not Crack),0.031544
12306,Positive(Crack) ,0.999999
12307,Negative (Not Crack),0.03454
12308,Positive(Crack) ,0.999997
12309,Negative (Not Crack),0.077931
12310,Positive(Crack) ,0.999994
12311,Negative (Not Crack),0.103536
12312,Positive(Crack) ,0.99987
12313,Negative (Not Crack),0.059897
12314,Positive(Crack) ,0.99829
12315,Negative (Not Crack),0.065484
12316,Positive(Crack) ,0.999978
12317,Negative (Not Crack),0.05215
12318,Positive(Crack) ,0.999493
12319,Negative (Not Crack),0.031551
12320,Positive(Crack) ,0.998392
12321,Negative (Not Crack),0.059587
12322,Positive(Crack) ,0.95551
12323,Negative (Not Crack),0.052749
12324,Positive(Crack) ,0.999902
12325,Negative (Not Crack),0.046784
12326,Positive(Crack) ,0.999529
12327,Negative (Not Crack),0.043497
12328,Positive(Crack) ,1
12329,Negative (Not Crack),0.094387
12330,Positive(Crack) ,0.791034
12331,Negative (Not Crack),0.04577
12332,Positive(Crack) ,0.999196
12333,Negative (Not Crack),0.039527
12334,Positive(Crack) ,1
12335,Negative (Not Crack),0.077381
12336,Positive(Crack) ,0.998888
12337,Negative (Not Crack),0.04147
12338,Positive(Crack) ,1
12339,Negative (Not Crack),0.064734
12340,Positive(Crack) ,0.999998
12341,Negative (Not Crack),0.039053
12342,Positive(Crack) ,1
12343,Negative (Not Crack),0.029175
12344,Positive(Crack) ,1
12345,Negative (Not Crack),0.04891
12346,Positive(Crack) ,0.997717
12347,Negative (Not Crack),0.035433
12348,Positive(Crack) ,0.999937
12349,Negative (Not Crack),0.041018
12350,Positive(Crack) ,0.99999
12351,Negative (Not Crack),0.06219
12352,Positive(Crack) ,0.961756
12353,Positive(Crack) ,0.913548
12354,Positive(Crack) ,1
12355,Negative (Not Crack),0.032034
12356,Positive(Crack) ,1
12357,Negative (Not Crack),0.035522
12358,Positive(Crack) ,0.999999
12359,Negative (Not Crack),0.029398
12360,Positive(Crack) ,0.999989
12361,Negative (Not Crack),0.050518
12362,Positive(Crack) ,0.999999
12363,Negative (Not Crack),0.029822
12364,Positive(Crack) ,0.999993
12365,Negative (Not Crack),0.026674
12366,Positive(Crack) ,0.999238
12367,Negative (Not Crack),0.050102
12368,Positive(Crack) ,0.915611
12369,Negative (Not Crack),0.038254
12370,Positive(Crack) ,0.999875
12371,Negative (Not Crack),0.042748
12372,Positive(Crack) ,0.999264
12373,Negative (Not Crack),0.043109
12374,Positive(Crack) ,0.999962
12375,Negative (Not Crack),0.046148
12376,Positive(Crack) ,0.997835
12377,Negative (Not Crack),0.036949
12378,Positive(Crack) ,0.998415
12379,Negative (Not Crack),0.044158
12380,Positive(Crack) ,0.988211
12381,Negative (Not Crack),0.052138
12382,Positive(Crack) ,0.99758
12383,Negative (Not Crack),0.08815
12384,Positive(Crack) ,0.999997
12385,Negative (Not Crack),0.094748
12386,Positive(Crack) ,0.999893
12387,Negative (Not Crack),0.211759
12388,Positive(Crack) ,0.999811
12389,Negative (Not Crack),0.085746
12390,Positive(Crack) ,0.999993
12391,Negative (Not Crack),0.060688
12392,Positive(Crack) ,0.999913
12393,Negative (Not Crack),0.043011
12394,Positive(Crack) ,0.999998
12395,Negative (Not Crack),0.049302
12396,Positive(Crack) ,0.999999
12397,Negative (Not Crack),0.037082
12398,Positive(Crack) ,1
12399,Negative (Not Crack),0.043745
12400,Positive(Crack) ,1
12401,Negative (Not Crack),0.045508
12402,Positive(Crack) ,1
12403,Negative (Not Crack),0.04892
12404,Positive(Crack) ,0.999998
12405,Negative (Not Crack),0.050628
12406,Positive(Crack) ,0.999998
12407,Negative (Not Crack),0.028688
12408,Positive(Crack) ,1
12409,Negative (Not Crack),0.047976
12410,Positive(Crack) ,0.999998
12411,Negative (Not Crack),0.104198
12412,Positive(Crack) ,0.999986
12413,Negative (Not Crack),0.041564
12414,Positive(Crack) ,0.927776
12415,Negative (Not Crack),0.045174
12416,Positive(Crack) ,0.746568
12417,Negative (Not Crack),0.060267
12418,Negative (Not Crack),0.430066
12419,Negative (Not Crack),0.050279
12420,Positive(Crack) ,0.999998
12421,Negative (Not Crack),0.03807
12422,Positive(Crack) ,0.999999
12423,Negative (Not Crack),0.040257
12424,Positive(Crack) ,0.999406
12425,Negative (Not Crack),0.033616
12426,Positive(Crack) ,1
12427,Negative (Not Crack),0.032512
12428,Positive(Crack) ,0.999999
12429,Negative (Not Crack),0.052105
12430,Positive(Crack) ,0.940325
12431,Negative (Not Crack),0.04345
12432,Positive(Crack) ,0.999998
12433,Negative (Not Crack),0.09753
12434,Positive(Crack) ,0.998052
12435,Negative (Not Crack),0.061382
12436,Positive(Crack) ,0.999963
12437,Negative (Not Crack),0.048018
12438,Positive(Crack) ,0.999686
12439,Negative (Not Crack),0.044071
12440,Positive(Crack) ,0.99888
12441,Negative (Not Crack),0.046149
12442,Positive(Crack) ,0.999946
12443,Negative (Not Crack),0.041318
12444,Positive(Crack) ,0.999892
12445,Negative (Not Crack),0.037806
12446,Positive(Crack) ,0.980153
12447,Negative (Not Crack),0.330394
12448,Positive(Crack) ,0.983382
12449,Negative (Not Crack),0.043171
12450,Positive(Crack) ,0.902405
12451,Negative (Not Crack),0.053952
12452,Positive(Crack) ,0.995157
12453,Negative (Not Crack),0.043982
12454,Positive(Crack) ,0.999987
12455,Negative (Not Crack),0.044748
12456,Positive(Crack) ,0.999637
12457,Negative (Not Crack),0.041075
12458,Positive(Crack) ,0.855343
12459,Negative (Not Crack),0.276607
12460,Positive(Crack) ,0.999763
12461,Negative (Not Crack),0.044283
12462,Positive(Crack) ,0.999374
12463,Negative (Not Crack),0.194046
12464,Positive(Crack) ,0.999994
12465,Negative (Not Crack),0.076806
12466,Positive(Crack) ,0.999998
12467,Negative (Not Crack),0.040601
12468,Positive(Crack) ,0.999994
12469,Negative (Not Crack),0.065698
12470,Positive(Crack) ,0.999996
12471,Negative (Not Crack),0.038684
12472,Positive(Crack) ,0.999988
12473,Negative (Not Crack),0.169081
12474,Positive(Crack) ,0.999999
12475,Negative (Not Crack),0.063273
12476,Positive(Crack) ,1
12477,Negative (Not Crack),0.038301
12478,Positive(Crack) ,1
12479,Negative (Not Crack),0.036484
12480,Positive(Crack) ,1
12481,Negative (Not Crack),0.101689
12482,Positive(Crack) ,1
12483,Negative (Not Crack),0.039578
12484,Positive(Crack) ,1
12485,Negative (Not Crack),0.052308
12486,Positive(Crack) ,1
12487,Negative (Not Crack),0.058533
12488,Positive(Crack) ,1
12489,Negative (Not Crack),0.03073
12490,Positive(Crack) ,0.999993
12491,Negative (Not Crack),0.187311
12492,Positive(Crack) ,0.999949
12493,Negative (Not Crack),0.073661
12494,Positive(Crack) ,1
12495,Negative (Not Crack),0.0342
12496,Positive(Crack) ,0.999999
12497,Negative (Not Crack),0.092479
12498,Positive(Crack) ,0.999972
12499,Negative (Not Crack),0.067381
12500,Positive(Crack) ,0.95317
12501,Negative (Not Crack),0.043678
12502,Positive(Crack) ,1
12503,Negative (Not Crack),0.055162
12504,Positive(Crack) ,0.999998
12505,Negative (Not Crack),0.110745
12506,Positive(Crack) ,1
12507,Negative (Not Crack),0.044653
12508,Positive(Crack) ,0.999978
12509,Negative (Not Crack),0.064335
12510,Positive(Crack) ,1
12511,Negative (Not Crack),0.047101
12512,Positive(Crack) ,1
12513,Negative (Not Crack),0.040525
12514,Positive(Crack) ,0.999999
12515,Negative (Not Crack),0.179868
12516,Positive(Crack) ,0.951412
12517,Negative (Not Crack),0.129259
12518,Positive(Crack) ,0.999987
12519,Negative (Not Crack),0.055124
12520,Positive(Crack) ,0.999999
12521,Negative (Not Crack),0.059499
12522,Positive(Crack) ,1
12523,Negative (Not Crack),0.043807
12524,Positive(Crack) ,0.994767
12525,Negative (Not Crack),0.048771
12526,Positive(Crack) ,0.939238
12527,Negative (Not Crack),0.413364
12528,Positive(Crack) ,0.998768
12529,Negative (Not Crack),0.065831
12530,Positive(Crack) ,0.96767
12531,Negative (Not Crack),0.047815
12532,Positive(Crack) ,0.996619
12533,Negative (Not Crack),0.046472
12534,Positive(Crack) ,0.999998
12535,Negative (Not Crack),0.045855
12536,Positive(Crack) ,1
12537,Negative (Not Crack),0.056492
12538,Positive(Crack) ,1
12539,Negative (Not Crack),0.037733
12540,Positive(Crack) ,1
12541,Negative (Not Crack),0.059416
12542,Positive(Crack) ,0.904099
12543,Negative (Not Crack),0.036033
12544,Positive(Crack) ,0.999999
12545,Negative (Not Crack),0.056215
12546,Positive(Crack) ,0.999651
12547,Negative (Not Crack),0.035215
12548,Positive(Crack) ,0.999998
12549,Negative (Not Crack),0.201922
12550,Positive(Crack) ,0.999999
12551,Negative (Not Crack),0.030799
12552,Positive(Crack) ,1
12553,Negative (Not Crack),0.045284
12554,Positive(Crack) ,0.979518
12555,Negative (Not Crack),0.030166
12556,Positive(Crack) ,1
12557,Negative (Not Crack),0.028929
12558,Positive(Crack) ,0.999999
12559,Negative (Not Crack),0.055054
12560,Positive(Crack) ,1
12561,Negative (Not Crack),0.037439
12562,Positive(Crack) ,0.999997
12563,Negative (Not Crack),0.049617
12564,Positive(Crack) ,1
12565,Negative (Not Crack),0.085448
12566,Positive(Crack) ,1
12567,Negative (Not Crack),0.042003
12568,Positive(Crack) ,1
12569,Negative (Not Crack),0.059198
12570,Positive(Crack) ,0.987648
12571,Negative (Not Crack),0.02652
12572,Positive(Crack) ,0.999999
12573,Negative (Not Crack),0.037034
12574,Positive(Crack) ,0.552342
12575,Negative (Not Crack),0.03893
12576,Positive(Crack) ,0.999999
12577,Negative (Not Crack),0.065341
12578,Positive(Crack) ,0.999997
12579,Negative (Not Crack),0.080878
12580,Positive(Crack) ,0.999993
12581,Negative (Not Crack),0.061461
12582,Positive(Crack) ,0.999999
12583,Negative (Not Crack),0.088503
12584,Positive(Crack) ,0.999994
12585,Negative (Not Crack),0.030183
12586,Positive(Crack) ,1
12587,Negative (Not Crack),0.057057
12588,Positive(Crack) ,0.998511
12589,Negative (Not Crack),0.103176
12590,Positive(Crack) ,0.999862
12591,Negative (Not Crack),0.06513
12592,Positive(Crack) ,0.999881
12593,Negative (Not Crack),0.139711
12594,Positive(Crack) ,0.999781
12595,Negative (Not Crack),0.069388
12596,Positive(Crack) ,0.999976
12597,Negative (Not Crack),0.067572
12598,Positive(Crack) ,0.998985
12599,Negative (Not Crack),0.063894
12600,Positive(Crack) ,0.999997
12601,Negative (Not Crack),0.067013
12602,Positive(Crack) ,1
12603,Negative (Not Crack),0.046708
12604,Positive(Crack) ,0.999999
12605,Negative (Not Crack),0.03781
12606,Positive(Crack) ,0.999999
12607,Negative (Not Crack),0.041342
12608,Positive(Crack) ,0.999999
12609,Negative (Not Crack),0.030734
12610,Positive(Crack) ,1
12611,Negative (Not Crack),0.055771
12612,Positive(Crack) ,1
12613,Negative (Not Crack),0.04472
12614,Positive(Crack) ,1
12615,Negative (Not Crack),0.217454
12616,Positive(Crack) ,0.999992
12617,Negative (Not Crack),0.049312
12618,Positive(Crack) ,0.999987
12619,Negative (Not Crack),0.096144
12620,Positive(Crack) ,1
12621,Negative (Not Crack),0.049471
12622,Positive(Crack) ,1
12623,Negative (Not Crack),0.032175
12624,Positive(Crack) ,1
12625,Negative (Not Crack),0.049648
12626,Positive(Crack) ,0.999999
12627,Negative (Not Crack),0.070644
12628,Positive(Crack) ,1
12629,Negative (Not Crack),0.042778
12630,Positive(Crack) ,0.999677
12631,Negative (Not Crack),0.044963
12632,Positive(Crack) ,0.999999
12633,Negative (Not Crack),0.058366
12634,Positive(Crack) ,1
12635,Negative (Not Crack),0.055197
12636,Positive(Crack) ,0.999999
12637,Negative (Not Crack),0.050358
12638,Positive(Crack) ,1
12639,Negative (Not Crack),0.041577
12640,Positive(Crack) ,1
12641,Negative (Not Crack),0.042161
12642,Positive(Crack) ,1
12643,Negative (Not Crack),0.067769
12644,Positive(Crack) ,1
12645,Negative (Not Crack),0.044001
12646,Positive(Crack) ,1
12647,Negative (Not Crack),0.050552
12648,Positive(Crack) ,0.999996
12649,Negative (Not Crack),0.05474
12650,Positive(Crack) ,1
12651,Negative (Not Crack),0.192258
12652,Positive(Crack) ,0.976779
12653,Negative (Not Crack),0.042061
12654,Positive(Crack) ,0.999994
12655,Negative (Not Crack),0.077549
12656,Positive(Crack) ,0.999843
12657,Negative (Not Crack),0.432628
12658,Positive(Crack) ,0.999994
12659,Negative (Not Crack),0.064554
12660,Positive(Crack) ,0.999998
12661,Negative (Not Crack),0.30048
12662,Positive(Crack) ,0.999939
12663,Negative (Not Crack),0.152238
12664,Positive(Crack) ,0.99999
12665,Negative (Not Crack),0.035092
12666,Positive(Crack) ,0.998577
12667,Negative (Not Crack),0.066462
12668,Positive(Crack) ,0.998362
12669,Negative (Not Crack),0.063094
12670,Positive(Crack) ,0.998121
12671,Negative (Not Crack),0.029805
12672,Positive(Crack) ,0.999034
12673,Negative (Not Crack),0.059192
12674,Positive(Crack) ,0.995915
12675,Negative (Not Crack),0.204495
12676,Positive(Crack) ,0.99948
12677,Negative (Not Crack),0.163072
12678,Positive(Crack) ,0.988504
12679,Negative (Not Crack),0.132398
12680,Positive(Crack) ,0.999545
12681,Positive(Crack) ,0.698658
12682,Positive(Crack) ,0.999722
12683,Negative (Not Crack),0.050696
12684,Positive(Crack) ,0.999963
12685,Negative (Not Crack),0.050029
12686,Positive(Crack) ,0.99997
12687,Negative (Not Crack),0.044802
12688,Positive(Crack) ,0.999993
12689,Negative (Not Crack),0.041622
12690,Positive(Crack) ,0.99998
12691,Negative (Not Crack),0.059901
12692,Positive(Crack) ,0.999997
12693,Negative (Not Crack),0.06209
12694,Positive(Crack) ,0.999992
12695,Negative (Not Crack),0.046719
12696,Positive(Crack) ,0.999996
12697,Negative (Not Crack),0.044392
12698,Positive(Crack) ,1
12699,Negative (Not Crack),0.054766
12700,Positive(Crack) ,1
12701,Negative (Not Crack),0.089265
12702,Positive(Crack) ,0.999996
12703,Negative (Not Crack),0.252685
12704,Positive(Crack) ,0.999996
12705,Negative (Not Crack),0.066611
12706,Positive(Crack) ,0.999999
12707,Negative (Not Crack),0.206829
12708,Positive(Crack) ,1
12709,Negative (Not Crack),0.053941
12710,Positive(Crack) ,1
12711,Negative (Not Crack),0.089833
12712,Positive(Crack) ,0.999996
12713,Negative (Not Crack),0.03182
12714,Positive(Crack) ,0.950139
12715,Negative (Not Crack),0.031844
12716,Positive(Crack) ,0.995953
12717,Negative (Not Crack),0.035587
12718,Positive(Crack) ,0.914688
12719,Negative (Not Crack),0.063076
12720,Negative (Not Crack),0.11494
12721,Negative (Not Crack),0.047078
12722,Positive(Crack) ,0.999643
12723,Positive(Crack) ,0.771983
12724,Negative (Not Crack),0.118577
12725,Negative (Not Crack),0.040816
12726,Negative (Not Crack),0.067092
12727,Negative (Not Crack),0.036168
12728,Positive(Crack) ,0.921474
12729,Negative (Not Crack),0.038939
12730,Positive(Crack) ,0.99916
12731,Negative (Not Crack),0.034442
12732,Negative (Not Crack),0.370812
12733,Negative (Not Crack),0.090753
12734,Positive(Crack) ,0.603924
12735,Negative (Not Crack),0.037353
12736,Positive(Crack) ,0.99901
12737,Negative (Not Crack),0.038776
12738,Positive(Crack) ,0.999994
12739,Negative (Not Crack),0.040351
12740,Positive(Crack) ,0.998836
12741,Negative (Not Crack),0.052197
12742,Positive(Crack) ,0.991479
12743,Negative (Not Crack),0.033416
12744,Positive(Crack) ,0.999965
12745,Negative (Not Crack),0.058541
12746,Positive(Crack) ,0.999458
12747,Negative (Not Crack),0.099803
12748,Positive(Crack) ,1
12749,Negative (Not Crack),0.045861
12750,Positive(Crack) ,0.999999
12751,Negative (Not Crack),0.169359
12752,Positive(Crack) ,0.996544
12753,Negative (Not Crack),0.081841
12754,Positive(Crack) ,1
12755,Negative (Not Crack),0.045804
12756,Positive(Crack) ,0.999949
12757,Negative (Not Crack),0.103741
12758,Positive(Crack) ,1
12759,Negative (Not Crack),0.052789
12760,Positive(Crack) ,0.999993
12761,Negative (Not Crack),0.047904
12762,Positive(Crack) ,1
12763,Negative (Not Crack),0.036037
12764,Positive(Crack) ,1
12765,Negative (Not Crack),0.145187
12766,Positive(Crack) ,1
12767,Negative (Not Crack),0.064082
12768,Positive(Crack) ,0.999929
12769,Negative (Not Crack),0.057686
12770,Positive(Crack) ,1
12771,Negative (Not Crack),0.051419
12772,Positive(Crack) ,0.999989
12773,Negative (Not Crack),0.04333
12774,Positive(Crack) ,0.999934
12775,Negative (Not Crack),0.103936
12776,Positive(Crack) ,0.999946
12777,Negative (Not Crack),0.061073
12778,Positive(Crack) ,0.999999
12779,Negative (Not Crack),0.052704
12780,Positive(Crack) ,0.999912
12781,Negative (Not Crack),0.107834
12782,Positive(Crack) ,0.999998
12783,Negative (Not Crack),0.052658
12784,Positive(Crack) ,0.99984
12785,Negative (Not Crack),0.030523
12786,Positive(Crack) ,0.999998
12787,Negative (Not Crack),0.052228
12788,Positive(Crack) ,0.857445
12789,Negative (Not Crack),0.085234
12790,Positive(Crack) ,1
12791,Negative (Not Crack),0.051521
12792,Positive(Crack) ,0.999984
12793,Negative (Not Crack),0.060596
12794,Positive(Crack) ,0.999994
12795,Negative (Not Crack),0.123763
12796,Positive(Crack) ,0.999994
12797,Negative (Not Crack),0.092029
12798,Positive(Crack) ,0.995719
12799,Negative (Not Crack),0.031827
12800,Positive(Crack) ,0.999998
12801,Negative (Not Crack),0.066284
12802,Positive(Crack) ,1
12803,Negative (Not Crack),0.039662
12804,Positive(Crack) ,0.999932
12805,Negative (Not Crack),0.067569
12806,Positive(Crack) ,0.9996
12807,Negative (Not Crack),0.030055
12808,Positive(Crack) ,0.999999
12809,Negative (Not Crack),0.037759
12810,Positive(Crack) ,0.999614
12811,Negative (Not Crack),0.038912
12812,Positive(Crack) ,1
12813,Negative (Not Crack),0.03236
12814,Positive(Crack) ,0.998695
12815,Negative (Not Crack),0.040838
12816,Positive(Crack) ,0.999999
12817,Negative (Not Crack),0.026641
12818,Positive(Crack) ,1
12819,Negative (Not Crack),0.048098
12820,Positive(Crack) ,1
12821,Negative (Not Crack),0.041566
12822,Positive(Crack) ,1
12823,Negative (Not Crack),0.046789
12824,Positive(Crack) ,0.999997
12825,Negative (Not Crack),0.052035
12826,Positive(Crack) ,0.999373
12827,Negative (Not Crack),0.031126
12828,Positive(Crack) ,0.974234
12829,Negative (Not Crack),0.03311
12830,Positive(Crack) ,0.999194
12831,Positive(Crack) ,0.889917
12832,Positive(Crack) ,0.99823
12833,Negative (Not Crack),0.078787
12834,Positive(Crack) ,1
12835,Negative (Not Crack),0.046363
12836,Positive(Crack) ,0.994283
12837,Negative (Not Crack),0.059368
12838,Positive(Crack) ,0.999375
12839,Negative (Not Crack),0.058181
12840,Positive(Crack) ,0.999965
12841,Negative (Not Crack),0.042901
12842,Positive(Crack) ,0.999351
12843,Negative (Not Crack),0.110942
12844,Positive(Crack) ,1
12845,Negative (Not Crack),0.076967
12846,Positive(Crack) ,1
12847,Negative (Not Crack),0.170525
12848,Positive(Crack) ,1
12849,Negative (Not Crack),0.080137
12850,Positive(Crack) ,1
12851,Negative (Not Crack),0.035292
12852,Positive(Crack) ,1
12853,Negative (Not Crack),0.07041
12854,Positive(Crack) ,0.999997
12855,Negative (Not Crack),0.059126
12856,Positive(Crack) ,0.999999
12857,Negative (Not Crack),0.252616
12858,Positive(Crack) ,1
12859,Negative (Not Crack),0.107004
12860,Positive(Crack) ,1
12861,Negative (Not Crack),0.046732
12862,Positive(Crack) ,1
12863,Negative (Not Crack),0.120456
